CaseId,AccountId,AccountName,CaseType,Priority,Status,Product,CreatedDate,ResolvedDate,Resolution_Days,SLA_Respected,TechnicianAssigned,Region,Description
CAS00375,ACC0014,HAL (Hindustan Aeronautics),Warranty Claim,Medium,Open,Falcon 8X,2023-10-04,,,,Pierre Renard,Middle East,Engine vibration anomaly reported during training
CAS00376,ACC0012,Dassault Reliance Aerospace,Documentation,Low,Closed,Rafale F4,2023-06-20,2023-08-25,66.0,False,Thomas Laurent,Africa,Spare part not delivered on time
CAS00377,ACC0013,Tata Advanced Systems,Spare Part Urgent,Medium,Closed,Rafale F4,2020-12-02,2021-04-17,136.0,False,Pierre Renard,Europe,Documentation missing for customs
CAS00378,ACC0015,MBDA India,Warranty Claim,Medium,Closed,Rafale F3-R,2019-05-12,2019-07-20,69.0,False,Claire Vidal,Europe,Spare part not delivered on time
CAS00379,ACC0009,Airbus Group,Technical Issue,High,Closed,Falcon 8X,2022-04-04,2022-04-26,22.0,True,Claire Vidal,Europe,Structural inspection due — spare needed
CAS00380,ACC0009,Airbus Group,Training Request,Medium,Closed,Rafale F4,2022-04-15,2022-07-10,86.0,False,Luc Fabre,Europe,Maintenance contract renewal query
CAS00381,ACC0018,Honeywell India,Documentation,Medium,In Progress,Rafale F4,2022-05-10,,,,Julie Petit,Europe,Engine vibration anomaly reported during training
CAS00382,ACC0029,Finnish Air Force,Spare Part Urgent,High,In Progress,Falcon 8X,2023-02-12,,,,Thomas Laurent,Europe,Maintenance contract renewal query
CAS00383,ACC0020,Rolls-Royce India,Training Request,High,Closed,MRO Contract Rafale,2020-12-12,2021-05-31,170.0,False,Julie Petit,Europe,Structural inspection due — spare needed
CAS00384,ACC0015,MBDA India,Warranty Claim,High,Closed,MRO Contract Rafale,2020-12-11,2021-02-02,53.0,False,Julie Petit,Europe,Structural inspection due — spare needed
CAS00385,ACC0029,Finnish Air Force,Spare Part Urgent,Low,Closed,Falcon 8X,2024-07-23,2025-01-05,166.0,False,Pierre Renard,Europe,Engine vibration anomaly reported during training
CAS00386,ACC0002,Indian Navy,Warranty Claim,Medium,Closed,Rafale F3-R,2024-03-18,2024-04-18,31.0,False,Julie Petit,Africa,Spare part not delivered on time
CAS00387,ACC0028,Belgian Air Force,Delivery Delay,Low,Closed,Rafale F4,2022-02-12,2022-07-08,146.0,False,Luc Fabre,Europe,Documentation missing for customs
CAS00388,ACC0015,MBDA India,Technical Issue,Critical,Closed,MRO Contract Rafale,2020-12-03,2021-01-23,51.0,False,Luc Fabre,Europe,Spare part not delivered on time
CAS00389,ACC0009,Airbus Group,Documentation,Medium,Closed,Falcon 6X,2023-07-15,2023-09-15,62.0,False,Pierre Renard,Europe,Documentation missing for customs
CAS00390,ACC0007,Indonesian Air Force,Technical Issue,Low,Closed,Falcon 6X,2019-07-14,2019-12-24,163.0,False,Luc Fabre,Asia,Avionics software update required
CAS00391,ACC0014,HAL (Hindustan Aeronautics),Technical Issue,Medium,Escalated,Falcon 6X,2023-05-14,,,,Pierre Renard,Middle East,Maintenance contract renewal query
CAS00392,ACC0015,MBDA India,Technical Issue,Medium,Closed,Falcon 6X,2022-06-21,2022-07-29,38.0,False,Julie Petit,Europe,Maintenance contract renewal query
CAS00393,ACC0021,Boeing India,Training Request,Critical,Closed,Falcon 8X,2019-06-01,2019-06-04,3.0,True,Thomas Laurent,Asia,Engine vibration anomaly reported during training
CAS00394,ACC0012,Dassault Reliance Aerospace,Delivery Delay,High,Open,Rafale F4,2019-02-06,,,,Luc Fabre,Africa,Avionics software update required
CAS00395,ACC0002,Indian Navy,Delivery Delay,Low,Closed,Falcon 6X,2019-01-07,2019-01-21,14.0,True,Pierre Renard,Africa,Structural inspection due — spare needed
CAS00396,ACC0030,Kuwait Air Force,Delivery Delay,Medium,Closed,Rafale F3-R,2023-08-30,2024-01-08,131.0,False,Pierre Renard,Europe,Engine vibration anomaly reported during training
CAS00397,ACC0018,Honeywell India,Documentation,Medium,Closed,MRO Contract Rafale,2023-05-21,2023-07-28,68.0,False,Claire Vidal,Europe,Spare part not delivered on time
CAS00398,ACC0012,Dassault Reliance Aerospace,Training Request,Medium,Closed,MRO Contract Rafale,2019-05-31,2019-11-06,159.0,False,Julie Petit,Africa,Maintenance contract renewal query
CAS00399,ACC0025,Malaysian RMAF,Delivery Delay,Critical,Closed,Rafale F3-R,2024-01-29,2024-04-05,67.0,False,Luc Fabre,Europe,Documentation missing for customs
CAS00400,ACC0003,Armée de l'Air française,Warranty Claim,Medium,Closed,Falcon 6X,2022-02-13,2022-03-20,35.0,False,Pierre Renard,Europe,Avionics software update required
CAS00401,ACC0006,Qatar Emiri Air Force,Training Request,Critical,Closed,Falcon 8X,2021-10-07,2022-02-21,137.0,False,Julie Petit,Middle East,Documentation missing for customs
CAS00402,ACC0006,Qatar Emiri Air Force,Warranty Claim,Medium,Closed,Falcon 8X,2022-08-12,2023-01-13,154.0,False,Thomas Laurent,Middle East,Maintenance contract renewal query
CAS00403,ACC0014,HAL (Hindustan Aeronautics),Documentation,Medium,Closed,MRO Contract Rafale,2021-05-23,2021-09-26,126.0,False,Pierre Renard,Middle East,Structural inspection due — spare needed
CAS00404,ACC0008,Croatian Air Force,Training Request,Medium,Closed,MRO Contract Rafale,2019-04-28,2019-09-03,128.0,False,Julie Petit,Europe,Spare part not delivered on time
CAS00405,ACC0013,Tata Advanced Systems,Warranty Claim,Medium,Closed,Rafale F3-R,2023-12-22,2024-04-21,121.0,False,Luc Fabre,Europe,Documentation missing for customs
CAS00406,ACC0019,Collins Aerospace India,Spare Part Urgent,High,Closed,Rafale F3-R,2021-06-13,2021-12-03,173.0,False,Claire Vidal,Europe,Spare part not delivered on time
CAS00407,ACC0019,Collins Aerospace India,Training Request,Medium,Closed,Rafale F4,2019-08-17,2019-11-13,88.0,False,Julie Petit,Europe,Documentation missing for customs
CAS00408,ACC0025,Malaysian RMAF,Training Request,Medium,Closed,MRO Contract Rafale,2023-08-06,2023-11-13,99.0,False,Thomas Laurent,Europe,Spare part not delivered on time
CAS00409,ACC0012,Dassault Reliance Aerospace,Technical Issue,Low,Closed,Falcon 8X,2022-06-12,2022-09-21,101.0,False,Luc Fabre,Africa,Spare part not delivered on time
CAS00410,ACC0003,Armée de l'Air française,Warranty Claim,High,Open,Rafale F4,2019-08-22,,,,Thomas Laurent,Europe,Documentation missing for customs
CAS00411,ACC0027,Swiss Air Force,Technical Issue,Low,Closed,Rafale F4,2022-03-16,2022-07-29,135.0,False,Claire Vidal,Asia,Documentation missing for customs
CAS00412,ACC0019,Collins Aerospace India,Warranty Claim,Low,Escalated,Rafale F4,2022-04-16,,,,Claire Vidal,Europe,Avionics software update required
CAS00413,ACC0012,Dassault Reliance Aerospace,Documentation,High,Closed,Falcon 6X,2021-09-11,2021-11-21,71.0,False,Julie Petit,Africa,Documentation missing for customs
CAS00414,ACC0002,Indian Navy,Documentation,Low,Closed,Falcon 8X,2024-01-06,2024-04-22,107.0,False,Thomas Laurent,Africa,Spare part not delivered on time
CAS00415,ACC0016,Reliance Defence,Documentation,Low,Closed,Rafale F4,2021-10-29,2022-01-28,91.0,False,Claire Vidal,Middle East,Engine vibration anomaly reported during training
CAS00416,ACC0006,Qatar Emiri Air Force,Warranty Claim,Medium,Closed,MRO Contract Rafale,2020-11-29,2021-04-20,142.0,False,Luc Fabre,Middle East,Engine vibration anomaly reported during training
CAS00417,ACC0022,Lockheed Martin India,Delivery Delay,Low,Closed,MRO Contract Rafale,2024-07-07,2024-08-20,44.0,False,Pierre Renard,Africa,Structural inspection due — spare needed
CAS00418,ACC0009,Airbus Group,Delivery Delay,Medium,Closed,Falcon 6X,2023-10-20,2023-12-01,42.0,False,Thomas Laurent,Europe,Documentation missing for customs
CAS00419,ACC0022,Lockheed Martin India,Delivery Delay,Medium,In Progress,Falcon 8X,2019-08-05,,,,Luc Fabre,Africa,Avionics software update required
CAS00420,ACC0001,Indian Air Force,Warranty Claim,Medium,Closed,Rafale F3-R,2019-08-30,2019-09-22,23.0,True,Pierre Renard,Asia,Documentation missing for customs
CAS00421,ACC0005,Hellenic Air Force,Training Request,Low,Closed,Rafale F4,2023-08-27,2023-11-17,82.0,False,Julie Petit,Europe,Documentation missing for customs
CAS00422,ACC0003,Armée de l'Air française,Training Request,Medium,Closed,Rafale F4,2021-04-06,2021-09-09,156.0,False,Claire Vidal,Europe,Spare part not delivered on time
CAS00423,ACC0020,Rolls-Royce India,Delivery Delay,Medium,Closed,Rafale F4,2022-03-10,2022-05-29,80.0,False,Luc Fabre,Europe,Documentation missing for customs
CAS00424,ACC0002,Indian Navy,Training Request,Medium,Closed,Rafale F4,2024-09-24,2024-09-30,6.0,True,Claire Vidal,Africa,Avionics software update required
CAS00425,ACC0003,Armée de l'Air française,Spare Part Urgent,Medium,Closed,Falcon 6X,2019-10-10,2020-02-15,128.0,False,Pierre Renard,Europe,Structural inspection due — spare needed
CAS00426,ACC0006,Qatar Emiri Air Force,Delivery Delay,Medium,Closed,MRO Contract Rafale,2023-04-16,2023-09-18,155.0,False,Luc Fabre,Middle East,Documentation missing for customs
CAS00427,ACC0004,UAE Air Force,Technical Issue,Low,Closed,Rafale F4,2019-09-28,2020-01-05,99.0,False,Pierre Renard,Middle East,Engine vibration anomaly reported during training
CAS00428,ACC0017,GE Aviation India,Spare Part Urgent,Medium,Closed,Rafale F4,2023-03-11,2023-04-03,23.0,True,Thomas Laurent,Asia,Maintenance contract renewal query
CAS00429,ACC0026,Singapore Air Force,Delivery Delay,Medium,Escalated,MRO Contract Rafale,2023-10-27,,,,Pierre Renard,Middle East,Engine vibration anomaly reported during training
CAS00430,ACC0008,Croatian Air Force,Technical Issue,Medium,Closed,Rafale F3-R,2024-04-14,2024-08-31,139.0,False,Luc Fabre,Europe,Structural inspection due — spare needed
CAS00431,ACC0008,Croatian Air Force,Training Request,Low,Closed,Falcon 6X,2023-08-29,2023-12-13,106.0,False,Thomas Laurent,Europe,Spare part not delivered on time
CAS00432,ACC0028,Belgian Air Force,Training Request,High,Closed,Falcon 8X,2023-09-01,2023-12-27,117.0,False,Claire Vidal,Europe,Documentation missing for customs
CAS00433,ACC0020,Rolls-Royce India,Technical Issue,Medium,Closed,Falcon 8X,2019-08-27,2020-01-04,130.0,False,Pierre Renard,Europe,Documentation missing for customs
CAS00434,ACC0025,Malaysian RMAF,Technical Issue,High,Escalated,Rafale F4,2020-03-30,,,,Julie Petit,Europe,Documentation missing for customs
CAS00435,ACC0012,Dassault Reliance Aerospace,Spare Part Urgent,Medium,Closed,Rafale F4,2021-04-21,2021-05-04,13.0,True,Pierre Renard,Africa,Maintenance contract renewal query
CAS00436,ACC0008,Croatian Air Force,Delivery Delay,Medium,Closed,Rafale F3-R,2021-02-11,2021-03-05,22.0,True,Claire Vidal,Europe,Maintenance contract renewal query
CAS00437,ACC0017,GE Aviation India,Training Request,Critical,Closed,Falcon 6X,2022-07-13,2022-07-21,8.0,True,Claire Vidal,Asia,Engine vibration anomaly reported during training
CAS00438,ACC0014,HAL (Hindustan Aeronautics),Technical Issue,Medium,Closed,Falcon 8X,2020-07-21,2020-11-07,109.0,False,Luc Fabre,Middle East,Documentation missing for customs
CAS00439,ACC0021,Boeing India,Warranty Claim,Low,Closed,Falcon 6X,2020-05-20,2020-08-05,77.0,False,Thomas Laurent,Asia,Spare part not delivered on time
CAS00440,ACC0004,UAE Air Force,Delivery Delay,Medium,Closed,Falcon 8X,2023-09-17,2024-02-08,144.0,False,Pierre Renard,Middle East,Avionics software update required
CAS00441,ACC0023,Egyptian Air Force,Spare Part Urgent,High,Closed,Falcon 6X,2024-02-01,2024-03-17,45.0,False,Julie Petit,Europe,Documentation missing for customs
CAS00442,ACC0027,Swiss Air Force,Delivery Delay,Medium,Closed,Rafale F4,2024-05-11,2024-08-08,89.0,False,Pierre Renard,Asia,Maintenance contract renewal query
CAS00443,ACC0026,Singapore Air Force,Training Request,Medium,Closed,Rafale F3-R,2023-01-19,2023-03-13,53.0,False,Pierre Renard,Middle East,Documentation missing for customs
CAS00444,ACC0018,Honeywell India,Spare Part Urgent,Medium,Closed,Rafale F3-R,2021-01-10,2021-05-26,136.0,False,Julie Petit,Europe,Maintenance contract renewal query
CAS00445,ACC0029,Finnish Air Force,Technical Issue,Medium,Closed,Falcon 8X,2022-05-14,2022-08-14,92.0,False,Julie Petit,Europe,Structural inspection due — spare needed
CAS00446,ACC0003,Armée de l'Air française,Documentation,Low,Closed,Falcon 8X,2022-02-05,2022-05-17,101.0,False,Thomas Laurent,Europe,Documentation missing for customs
CAS00447,ACC0025,Malaysian RMAF,Spare Part Urgent,Critical,In Progress,Rafale F3-R,2022-08-09,,,,Claire Vidal,Europe,Spare part not delivered on time
CAS00448,ACC0010,Safran Group,Training Request,Medium,Closed,Falcon 8X,2020-10-01,2021-02-13,135.0,False,Claire Vidal,Europe,Documentation missing for customs
CAS00449,ACC0016,Reliance Defence,Spare Part Urgent,Medium,Closed,Falcon 6X,2019-02-08,2019-06-17,129.0,False,Julie Petit,Middle East,Maintenance contract renewal query
CAS00450,ACC0012,Dassault Reliance Aerospace,Documentation,High,In Progress,Rafale F3-R,2019-07-04,,,,Julie Petit,Africa,Maintenance contract renewal query
CAS00451,ACC0025,Malaysian RMAF,Documentation,Low,Closed,Rafale F3-R,2021-07-24,2021-08-30,37.0,False,Pierre Renard,Europe,Structural inspection due — spare needed
CAS00452,ACC0023,Egyptian Air Force,Documentation,High,Open,Falcon 6X,2019-04-25,,,,Thomas Laurent,Europe,Maintenance contract renewal query
CAS00453,ACC0002,Indian Navy,Training Request,Critical,Closed,Rafale F4,2024-07-21,2025-01-17,180.0,False,Luc Fabre,Africa,Avionics software update required
CAS00454,ACC0004,UAE Air Force,Documentation,Medium,Closed,MRO Contract Rafale,2021-06-26,2021-06-30,4.0,True,Pierre Renard,Middle East,Maintenance contract renewal query
CAS00455,ACC0024,Royal Saudi Air Force,Warranty Claim,Medium,Closed,Rafale F4,2019-12-26,2020-03-04,69.0,False,Thomas Laurent,Middle East,Documentation missing for customs
CAS00456,ACC0010,Safran Group,Delivery Delay,Low,Closed,MRO Contract Rafale,2021-01-03,2021-06-23,171.0,False,Thomas Laurent,Europe,Avionics software update required
CAS00457,ACC0022,Lockheed Martin India,Warranty Claim,Medium,Closed,Falcon 6X,2024-08-18,2024-09-11,24.0,True,Thomas Laurent,Africa,Structural inspection due — spare needed
CAS00458,ACC0030,Kuwait Air Force,Warranty Claim,Medium,Open,Falcon 8X,2024-09-12,,,,Claire Vidal,Europe,Avionics software update required
CAS00459,ACC0022,Lockheed Martin India,Training Request,Medium,Escalated,Falcon 8X,2023-09-02,,,,Luc Fabre,Africa,Structural inspection due — spare needed
CAS00460,ACC0008,Croatian Air Force,Training Request,High,Closed,Rafale F3-R,2023-09-19,2023-11-20,62.0,False,Claire Vidal,Europe,Structural inspection due — spare needed
CAS00461,ACC0029,Finnish Air Force,Training Request,High,Closed,Rafale F3-R,2023-02-26,2023-08-24,179.0,False,Pierre Renard,Europe,Spare part not delivered on time
CAS00462,ACC0019,Collins Aerospace India,Delivery Delay,High,Closed,Falcon 8X,2022-09-30,2022-11-18,49.0,False,Luc Fabre,Europe,Structural inspection due — spare needed
CAS00463,ACC0005,Hellenic Air Force,Technical Issue,Medium,Closed,Rafale F3-R,2023-03-09,2023-06-21,104.0,False,Pierre Renard,Europe,Maintenance contract renewal query
CAS00464,ACC0023,Egyptian Air Force,Documentation,Low,Closed,MRO Contract Rafale,2023-10-26,2024-02-19,116.0,False,Thomas Laurent,Europe,Structural inspection due — spare needed
CAS00465,ACC0016,Reliance Defence,Spare Part Urgent,Medium,Closed,Falcon 6X,2022-05-30,2022-10-24,147.0,False,Pierre Renard,Middle East,Engine vibration anomaly reported during training
CAS00466,ACC0019,Collins Aerospace India,Warranty Claim,High,Closed,Rafale F3-R,2023-10-07,2023-10-22,15.0,True,Claire Vidal,Europe,Maintenance contract renewal query
CAS00467,ACC0007,Indonesian Air Force,Delivery Delay,Medium,Closed,MRO Contract Rafale,2023-05-12,2023-06-28,47.0,False,Luc Fabre,Asia,Avionics software update required
CAS00468,ACC0009,Airbus Group,Delivery Delay,Medium,Closed,Falcon 6X,2020-06-29,2020-07-30,31.0,False,Julie Petit,Europe,Maintenance contract renewal query
CAS00469,ACC0025,Malaysian RMAF,Training Request,High,Open,MRO Contract Rafale,2019-02-10,,,,Luc Fabre,Europe,Structural inspection due — spare needed
CAS00470,ACC0027,Swiss Air Force,Training Request,Low,Closed,Rafale F3-R,2024-08-19,2024-10-21,63.0,False,Julie Petit,Asia,Documentation missing for customs
CAS00471,ACC0022,Lockheed Martin India,Technical Issue,Medium,Closed,Rafale F4,2022-11-17,2023-02-25,100.0,False,Pierre Renard,Africa,Spare part not delivered on time
CAS00472,ACC0001,Indian Air Force,Training Request,Medium,Escalated,Falcon 8X,2023-08-20,,,,Thomas Laurent,Asia,Avionics software update required
CAS00473,ACC0012,Dassault Reliance Aerospace,Delivery Delay,Medium,Closed,MRO Contract Rafale,2023-05-23,2023-08-06,75.0,False,Claire Vidal,Africa,Engine vibration anomaly reported during training
CAS00474,ACC0001,Indian Air Force,Delivery Delay,Low,Closed,Rafale F4,2022-05-05,2022-05-15,10.0,True,Thomas Laurent,Asia,Spare part not delivered on time
CAS00475,ACC0001,Indian Air Force,Spare Part Urgent,High,Closed,Falcon 6X,2021-06-11,2021-08-29,79.0,False,Claire Vidal,Asia,Maintenance contract renewal query
CAS00476,ACC0013,Tata Advanced Systems,Delivery Delay,Medium,Closed,Rafale F4,2021-04-27,2021-07-20,84.0,False,Claire Vidal,Europe,Avionics software update required
CAS00477,ACC0003,Armée de l'Air française,Delivery Delay,Critical,Closed,Rafale F4,2020-04-19,2020-10-13,177.0,False,Julie Petit,Europe,Engine vibration anomaly reported during training
CAS00478,ACC0022,Lockheed Martin India,Documentation,Medium,Closed,Falcon 8X,2023-10-25,2024-04-15,173.0,False,Julie Petit,Africa,Maintenance contract renewal query
CAS00479,ACC0014,HAL (Hindustan Aeronautics),Warranty Claim,High,Closed,Rafale F3-R,2020-07-22,2020-12-13,144.0,False,Luc Fabre,Middle East,Engine vibration anomaly reported during training
CAS00480,ACC0021,Boeing India,Training Request,Medium,Closed,MRO Contract Rafale,2020-11-01,2020-11-22,21.0,True,Luc Fabre,Asia,Spare part not delivered on time
CAS00481,ACC0021,Boeing India,Delivery Delay,Medium,Closed,MRO Contract Rafale,2023-05-22,2023-08-31,101.0,False,Claire Vidal,Asia,Avionics software update required
CAS00482,ACC0006,Qatar Emiri Air Force,Delivery Delay,High,In Progress,MRO Contract Rafale,2024-09-08,,,,Julie Petit,Middle East,Documentation missing for customs
CAS00483,ACC0011,Thales Group,Documentation,Medium,Open,Rafale F4,2019-02-11,,,,Julie Petit,Asia,Documentation missing for customs
CAS00484,ACC0001,Indian Air Force,Warranty Claim,Medium,Closed,Rafale F4,2021-07-10,2021-09-04,56.0,False,Luc Fabre,Asia,Maintenance contract renewal query
CAS00485,ACC0007,Indonesian Air Force,Delivery Delay,Low,Closed,Falcon 6X,2020-09-28,2020-12-25,88.0,False,Claire Vidal,Asia,Avionics software update required
CAS00486,ACC0015,MBDA India,Technical Issue,Low,Closed,Rafale F4,2020-02-06,2020-05-04,88.0,False,Luc Fabre,Europe,Documentation missing for customs
CAS00487,ACC0013,Tata Advanced Systems,Training Request,Medium,Closed,Rafale F4,2024-08-15,2024-08-31,16.0,True,Thomas Laurent,Europe,Documentation missing for customs
CAS00488,ACC0005,Hellenic Air Force,Warranty Claim,Medium,Closed,MRO Contract Rafale,2022-03-09,2022-08-16,160.0,False,Luc Fabre,Europe,Structural inspection due — spare needed
CAS00489,ACC0012,Dassault Reliance Aerospace,Spare Part Urgent,High,Closed,MRO Contract Rafale,2020-10-17,2021-03-20,154.0,False,Pierre Renard,Africa,Engine vibration anomaly reported during training
CAS00490,ACC0030,Kuwait Air Force,Spare Part Urgent,Medium,Closed,Falcon 6X,2019-10-30,2020-01-09,71.0,False,Thomas Laurent,Europe,Documentation missing for customs
CAS00491,ACC0019,Collins Aerospace India,Training Request,Low,Closed,Falcon 6X,2020-01-01,2020-01-23,22.0,True,Thomas Laurent,Europe,Documentation missing for customs
CAS00492,ACC0005,Hellenic Air Force,Delivery Delay,Medium,Closed,Falcon 6X,2024-09-12,2024-10-25,43.0,False,Luc Fabre,Europe,Structural inspection due — spare needed
CAS00493,ACC0021,Boeing India,Documentation,Low,Closed,Rafale F4,2022-09-04,2023-01-27,145.0,False,Julie Petit,Asia,Documentation missing for customs
CAS00494,ACC0018,Honeywell India,Delivery Delay,Medium,Closed,Falcon 8X,2021-12-15,2022-03-01,76.0,False,Claire Vidal,Europe,Avionics software update required
CAS00495,ACC0016,Reliance Defence,Documentation,Low,Closed,MRO Contract Rafale,2023-08-04,2023-08-24,20.0,True,Julie Petit,Middle East,Avionics software update required
CAS00496,ACC0011,Thales Group,Documentation,Low,Open,MRO Contract Rafale,2022-10-24,,,,Luc Fabre,Asia,Maintenance contract renewal query
CAS00497,ACC0012,Dassault Reliance Aerospace,Spare Part Urgent,High,Closed,Rafale F4,2022-11-20,2023-03-14,114.0,False,Julie Petit,Africa,Maintenance contract renewal query
CAS00498,ACC0021,Boeing India,Delivery Delay,Medium,Closed,Rafale F3-R,2023-02-02,2023-07-04,152.0,False,Luc Fabre,Asia,Structural inspection due — spare needed
CAS00499,ACC0025,Malaysian RMAF,Documentation,Medium,In Progress,Falcon 6X,2022-03-12,,,,Luc Fabre,Europe,Structural inspection due — spare needed
CAS00500,ACC0025,Malaysian RMAF,Technical Issue,Medium,Closed,Falcon 6X,2022-09-02,2022-12-16,105.0,False,Julie Petit,Europe,Engine vibration anomaly reported during training
